datetime,A Bus Voltage,A Current,Feed voltage in,Recirculation voltage in,Feed voltage set
2023-08-16 11:59:49.996221,0.71 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:59:56.042240,0.70 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 12:00:03.087778,0.94 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 12:00:15.179125,0.94 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 12:00:21.225192,0.71 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 12:00:27.271714,1.10 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 12:00:33.318089,0.56 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 12:00:39.364024,1.09 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 12:00:46.410316,0.88 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 12:00:52.455952,0.81 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 12:00:58.501638,0.86 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 12:01:04.547704,1.10 V,60.30 mA,0.00,0.00,-2.80
2023-08-16 12:01:10.593735,0.56 V,60.30 mA,0.00,0.00,-2.80
2023-08-16 12:01:17.640050,1.05 V,60.50 mA,0.50,0.00,618.65
2023-08-16 12:01:29.732820,0.92 V,60.60 mA,0.50,0.00,618.65
2023-08-16 12:01:35.779234,0.76 V,60.50 mA,0.50,0.00,618.65
2023-08-16 12:01:41.825393,0.62 V,60.60 mA,0.50,0.00,618.65
2023-08-16 12:01:47.871623,1.04 V,60.50 mA,0.50,0.00,618.65
2023-08-16 12:01:53.917013,0.96 V,60.80 mA,0.50,0.00,618.65
2023-08-16 12:02:00.962092,0.57 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 12:02:07.006913,0.71 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 12:02:13.052232,0.91 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 12:02:19.097938,0.93 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 12:02:25.143584,0.56 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 12:02:32.189325,0.71 V,60.40 mA,0.50,0.00,618.65
2023-08-16 12:02:38.235130,0.71 V,60.50 mA,0.50,0.00,618.65
2023-08-16 12:02:44.280933,1.12 V,60.40 mA,0.50,0.00,618.65
2023-08-16 12:02:50.326338,0.94 V,60.70 mA,0.50,0.00,618.65
2023-08-16 12:02:56.371885,0.58 V,60.60 mA,0.50,0.00,618.65
2023-08-16 12:03:03.417072,0.73 V,60.50 mA,0.50,0.00,618.65
2023-08-16 15:02:17.795504,0.00 V,61.20 mA,0.00,-2.80,-2.80
2023-08-16 15:02:23.841757,0.00 V,60.90 mA,0.00,-2.80,-2.80
2023-08-16 15:02:29.888084,0.00 V,61.10 mA,0.00,-2.80,-2.80
2023-08-16 15:02:35.934623,0.00 V,60.90 mA,0.00,-2.80,-2.80
2023-08-16 15:02:41.982070,0.00 V,61.00 mA,0.00,-2.80,-2.80
2023-08-16 15:02:49.029097,0.00 V,61.30 mA,0.00,0.00,-2.80
2023-08-16 15:02:55.076450,0.00 V,61.30 mA,0.00,-2.80,-2.80
2023-08-16 15:03:01.123622,0.00 V,120.30 mA,0.00,-2.80,-2.80
2023-08-16 15:03:07.170936,0.00 V,120.20 mA,0.00,-2.80,-2.80
2023-08-16 15:03:13.218143,1.08 V,119.30 mA,0.00,-2.80,-2.80
2023-08-16 15:04:03.567379,0.00 V,120.40 mA,0.00,-2.80,-2.80
2023-08-16 15:04:09.614550,0.00 V,119.90 mA,0.00,-2.80,-2.80
2023-08-16 15:04:15.662239,1.10 V,120.30 mA,0.00,-2.80,-2.80
2023-08-16 15:04:21.709740,32.00 V,46.10 mA,0.00,-2.80,-2.80
2023-08-16 15:04:27.756543,0.00 V,120.30 mA,0.00,-2.80,-2.80
2023-08-16 15:04:34.802513,0.15 V,121.00 mA,0.00,0.00,-2.80
2023-08-16 15:04:40.849528,13.68 V,99.50 mA,0.00,-2.80,-2.80
2023-08-16 15:04:46.897291,0.96 V,74.80 mA,0.00,-2.80,-2.80
2023-08-16 15:04:52.944849,0.00 V,120.40 mA,0.00,-2.80,-2.80
2023-08-16 15:05:05.039888,3.49 V,48.50 mA,0.00,-2.80,-2.80
2023-08-16 15:05:11.087792,0.00 V,120.30 mA,0.00,-2.80,-2.80
2023-08-16 15:05:17.135275,0.00 V,120.70 mA,0.00,-2.80,-2.80
2023-08-16 15:05:42.969538,1.10 V,120.20 mA,0.00,-2.80,-2.80
2023-08-16 15:05:49.017030,32.00 V,46.50 mA,0.00,-2.80,-2.80
2023-08-16 15:05:55.064717,11.38 V,58.00 mA,0.00,-2.80,-2.80
2023-08-16 15:06:01.112371,0.00 V,120.00 mA,0.00,-2.80,-2.80
2023-08-16 15:06:07.159391,0.00 V,120.70 mA,0.00,-2.80,-2.80
2023-08-16 15:06:14.206369,0.00 V,121.00 mA,0.00,0.00,-2.80
2023-08-16 15:06:20.253594,0.00 V,120.40 mA,0.00,-2.80,-2.80
2023-08-16 15:06:26.300590,0.00 V,121.10 mA,0.00,-2.80,-2.80
2023-08-16 15:06:32.348606,0.00 V,121.80 mA,0.00,-2.80,-2.80
2023-08-16 15:06:38.395694,0.00 V,121.00 mA,0.00,-2.80,-2.80
2023-08-16 15:06:45.441840,0.00 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 15:06:51.488915,0.00 V,60.60 mA,0.00,-2.80,-2.80
2023-08-16 15:06:57.535655,1.15 V,60.70 mA,0.00,-2.80,-2.80
2023-08-16 15:07:03.582681,32.00 V,49.50 mA,0.00,-2.80,-2.80
2023-08-16 15:07:09.629259,1.08 V,55.30 mA,0.00,-2.80,-2.80
2023-08-16 15:07:16.676892,1.03 V,58.40 mA,0.00,0.00,-2.80
2023-08-16 15:07:22.724131,0.00 V,60.60 mA,0.00,-2.80,-2.80
2023-08-16 15:07:28.771216,0.00 V,61.10 mA,0.00,-2.80,-2.80
2023-08-16 15:07:34.818655,0.00 V,61.00 mA,0.00,-2.80,-2.80
2023-08-16 15:07:40.866046,0.42 V,60.90 mA,0.00,-2.80,-2.80
2023-08-16 15:07:47.913350,0.06 V,60.70 mA,1.40,0.00,1737.26
2023-08-16 15:07:53.960441,32.00 V,60.70 mA,1.40,1737.26,1737.26
2023-08-16 15:08:00.007935,1.14 V,28.90 mA,1.40,1737.26,1737.26
2023-08-16 15:08:06.055246,1.06 V,54.30 mA,1.40,1737.26,1737.26
2023-08-16 15:08:12.102290,0.00 V,60.60 mA,1.40,1737.26,1737.26
2023-08-16 15:08:19.148199,0.00 V,60.90 mA,1.40,0.00,1737.26
2023-08-16 15:08:25.195069,32.00 V,60.80 mA,1.40,1737.26,1737.26
2023-08-16 15:08:31.242146,0.98 V,34.70 mA,1.40,1737.26,1737.26
2023-08-16 15:08:37.288570,0.00 V,61.20 mA,1.40,1737.26,1737.26
2023-08-16 15:08:43.335685,0.24 V,60.80 mA,1.40,1737.26,1737.26
2023-08-16 15:08:50.382574,32.00 V,60.90 mA,0.00,0.00,-2.80
2023-08-16 15:08:56.430231,0.99 V,25.90 mA,0.00,-2.80,-2.80
2023-08-16 15:09:02.477912,0.00 V,61.10 mA,0.00,-2.80,-2.80
2023-08-16 15:09:08.525939,32.00 V,60.80 mA,0.00,-2.80,-2.80
2023-08-16 15:09:14.573389,0.00 V,50.50 mA,0.00,-2.80,-2.80
2023-08-16 15:09:21.621234,32.00 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 15:09:27.669263,0.00 V,59.60 mA,0.00,-2.80,-2.80
2023-08-16 15:09:33.716676,1.12 V,120.30 mA,0.00,-2.80,-2.80
2023-08-16 15:09:39.763840,0.48 V,120.60 mA,0.00,-2.80,-2.80
2023-08-16 15:09:45.811777,0.99 V,51.50 mA,0.00,-2.80,-2.80
2023-08-16 15:09:52.858701,22.02 V,120.20 mA,0.00,0.00,-2.80
2023-08-16 15:09:58.905821,0.00 V,103.30 mA,0.00,-2.80,-2.80
2023-08-16 15:10:04.953343,0.00 V,57.90 mA,0.00,-2.80,-2.80
2023-08-16 15:10:11.000177,6.80 V,120.20 mA,0.00,-2.80,-2.80
2023-08-16 15:10:17.046800,0.64 V,120.50 mA,0.00,-2.80,-2.80
2023-08-16 15:10:24.093924,1.07 V,45.90 mA,0.00,0.00,-2.80
2023-08-16 15:10:30.141527,0.00 V,121.20 mA,0.00,-2.80,-2.80
2023-08-16 15:10:36.188547,1.13 V,29.90 mA,0.00,-2.80,-2.80
2023-08-16 15:10:42.235489,0.00 V,59.20 mA,0.00,-2.80,-2.80
2023-08-16 15:10:48.282147,32.00 V,60.50 mA,0.00,-2.80,-2.80
2023-08-16 15:10:55.328950,0.00 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 15:11:01.375537,0.00 V,23.50 mA,0.00,-2.80,-2.80
2023-08-16 15:11:07.422044,0.00 V,28.00 mA,0.00,-2.80,-2.80
2023-08-16 15:11:13.468595,0.00 V,58.50 mA,0.00,-2.80,-2.80
2023-08-16 15:11:19.515119,0.98 V,60.70 mA,0.00,-2.80,-2.80
2023-08-16 15:11:26.561297,0.96 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 15:11:32.607785,7.84 V,60.80 mA,0.00,-2.80,-2.80
2023-08-16 15:11:38.654444,32.00 V,61.40 mA,0.00,-2.80,-2.80
2023-08-16 15:11:44.701030,0.00 V,60.50 mA,0.00,-2.80,-2.80
2023-08-16 15:11:50.747665,0.00 V,23.40 mA,0.00,-2.80,-2.80
2023-08-16 15:11:57.794212,0.98 V,60.90 mA,1.40,0.00,1737.26
2023-08-16 15:14:43.763356,0.00 V,49.90 mA,0.00,0.00,0.00
2023-08-16 15:14:49.809239,1.09 V,57.80 mA,0.00,0.00,0.00
2023-08-16 15:14:55.855000,7.96 V,61.10 mA,0.00,0.00,0.00
2023-08-16 15:15:01.901493,0.00 V,109.60 mA,0.00,0.00,0.00
2023-08-16 15:15:07.948632,1.07 V,120.20 mA,0.00,0.00,0.00
2023-08-16 15:15:14.994793,32.00 V,120.60 mA,0.00,0.00,0.00
2023-08-16 15:15:21.041316,0.00 V,102.60 mA,0.00,0.00,0.00
2023-08-16 15:15:27.088030,1.14 V,120.10 mA,0.00,0.00,0.00
2023-08-16 15:15:33.134473,2.92 V,120.70 mA,0.00,0.00,0.00
2023-08-16 15:15:39.180743,0.00 V,110.90 mA,0.00,0.00,0.00
2023-08-16 15:15:46.226788,0.00 V,46.20 mA,0.00,0.00,0.00
2023-08-16 15:15:52.273707,1.16 V,60.70 mA,0.00,0.00,0.00
2023-08-16 15:15:58.320132,32.00 V,61.50 mA,0.00,0.00,0.00
2023-08-16 15:16:04.366947,17.29 V,61.10 mA,0.00,0.00,0.00
2023-08-16 15:16:10.413143,13.07 V,60.70 mA,0.00,0.00,0.00
2023-08-16 15:16:17.458732,32.00 V,60.80 mA,0.00,0.00,0.00
2023-08-16 15:16:23.505600,30.38 V,61.40 mA,0.00,0.00,0.00
2023-08-16 15:16:29.552014,2.70 V,60.70 mA,0.00,0.00,0.00
2023-08-16 15:16:35.599122,0.00 V,60.80 mA,0.00,0.00,0.00
2023-08-16 15:16:41.645797,0.00 V,23.20 mA,0.00,0.00,0.00
2023-08-16 15:16:48.691964,1.06 V,61.00 mA,1.40,0.00,0.00
2023-08-16 15:16:54.738331,32.00 V,60.90 mA,1.40,0.00,0.00
2023-08-16 15:17:00.785393,0.00 V,60.80 mA,1.40,0.00,0.00
2023-08-16 15:17:06.832143,0.00 V,26.90 mA,1.40,0.00,0.00
2023-08-16 15:17:12.878442,1.11 V,60.80 mA,1.40,0.00,0.00
2023-08-16 15:17:19.925073,1.28 V,61.30 mA,1.40,0.00,0.00
2023-08-16 15:17:25.971969,0.00 V,23.50 mA,1.40,0.00,0.00
2023-08-16 15:17:32.019268,1.12 V,60.70 mA,1.40,0.00,0.00
2023-08-16 15:27:47.301602,32.00 V,60.70 mA,0.00,0.00,0.00
2023-08-16 15:27:53.348904,0.02 V,52.20 mA,0.00,0.00,0.00
2023-08-16 15:27:59.396121,0.00 V,61.10 mA,0.00,0.00,0.00
2023-08-16 15:28:05.442474,1.13 V,49.30 mA,0.00,0.00,0.00
2023-08-16 15:28:11.489603,0.00 V,60.70 mA,0.00,0.00,0.00
2023-08-16 15:28:18.536025,1.12 V,58.30 mA,0.00,0.00,0.00
2023-08-16 15:28:24.583782,0.00 V,60.90 mA,0.00,0.00,0.00
2023-08-16 15:28:30.631441,32.00 V,60.90 mA,0.00,0.00,0.00
2023-08-16 15:28:36.678570,0.00 V,60.80 mA,0.00,0.00,0.00
2023-08-16 15:28:42.726007,0.98 V,28.10 mA,0.00,0.00,0.00
2023-08-16 15:28:49.773034,32.00 V,61.50 mA,1.40,0.00,5.61
2023-08-16 15:28:55.820558,0.00 V,60.90 mA,1.40,0.00,5.61
2023-08-16 15:29:01.868487,0.00 V,29.60 mA,1.40,0.00,5.61
2023-08-16 15:29:07.916592,1.17 V,60.70 mA,1.40,0.00,5.61
2023-08-16 15:29:13.964429,4.94 V,61.10 mA,1.40,0.00,5.61
2023-08-16 15:29:21.011307,0.00 V,49.40 mA,1.40,0.00,5.61
2023-08-16 15:29:27.058348,32.00 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:29:33.104976,0.00 V,50.60 mA,1.40,0.00,5.61
2023-08-16 15:29:39.151594,0.00 V,61.30 mA,1.40,0.00,5.61
2023-08-16 15:29:45.198235,32.00 V,57.60 mA,1.40,0.00,5.61
2023-08-16 15:29:52.244203,0.00 V,56.20 mA,1.40,0.00,5.61
2023-08-16 15:29:58.291155,1.97 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:30:04.338881,1.11 V,26.30 mA,1.40,0.00,5.61
2023-08-16 15:30:10.385557,0.00 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:30:16.432451,32.00 V,60.70 mA,1.40,0.00,5.61
2023-08-16 15:30:23.478583,0.00 V,56.30 mA,1.40,0.00,5.61
2023-08-16 15:30:29.525986,32.00 V,60.70 mA,1.40,0.00,5.61
2023-08-16 15:30:35.572692,0.00 V,60.50 mA,1.40,0.00,5.61
2023-08-16 15:30:41.619406,1.15 V,60.30 mA,1.40,0.00,5.61
2023-08-16 15:30:47.666309,0.00 V,61.00 mA,1.40,0.00,5.61
2023-08-16 15:30:54.712809,32.00 V,60.50 mA,1.40,0.00,5.61
2023-08-16 15:31:00.759888,0.00 V,52.50 mA,1.40,0.00,5.61
2023-08-16 15:31:06.807007,32.00 V,60.90 mA,1.40,0.00,5.61
2023-08-16 15:31:12.853650,0.00 V,57.30 mA,1.40,0.00,5.61
2023-08-16 15:31:18.900391,12.31 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:31:25.946564,0.00 V,60.70 mA,1.40,0.00,5.61
2023-08-16 15:31:31.994044,1.17 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:31:38.040616,0.00 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:31:44.086875,32.00 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:31:50.133272,0.00 V,50.50 mA,1.40,0.00,5.61
2023-08-16 15:31:57.179468,18.74 V,60.70 mA,1.40,0.00,5.61
2023-08-16 15:32:03.226383,0.83 V,23.10 mA,1.40,0.00,5.61
2023-08-16 15:32:09.272504,32.00 V,60.90 mA,1.40,0.00,5.61
2023-08-16 15:32:15.318642,0.00 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:32:21.365782,0.00 V,23.30 mA,1.40,0.00,5.61
2023-08-16 15:32:28.410990,0.00 V,46.60 mA,1.40,0.00,5.61
2023-08-16 15:32:34.456867,1.10 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:32:40.503452,1.19 V,60.90 mA,1.40,0.00,5.61
2023-08-16 15:32:46.549153,29.94 V,61.30 mA,1.40,0.00,5.61
2023-08-16 15:33:16.939349,0.98 V,44.80 mA,0.00,0.00,0.00
2023-08-16 15:33:22.985930,2.68 V,60.70 mA,0.00,0.00,0.00
2023-08-16 15:33:29.031721,32.00 V,61.10 mA,0.00,0.00,0.00
2023-08-16 15:33:35.077873,0.39 V,60.90 mA,0.00,0.00,0.00
2023-08-16 15:33:41.124006,0.00 V,50.20 mA,0.00,0.00,0.00
2023-08-16 15:33:48.170752,0.00 V,25.50 mA,0.00,0.00,0.00
2023-08-16 15:33:54.216925,0.97 V,60.80 mA,0.00,0.00,0.00
2023-08-16 15:34:00.263166,1.14 V,60.90 mA,0.00,0.00,0.00
2023-08-16 15:34:06.309183,1.12 V,60.50 mA,0.00,0.00,0.00
2023-08-16 15:34:12.354824,1.12 V,60.70 mA,0.00,0.00,0.00
2023-08-16 15:34:19.400796,1.09 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:34:25.447174,1.07 V,60.90 mA,1.40,0.00,5.61
2023-08-16 15:34:31.493620,1.00 V,60.60 mA,1.40,0.00,5.61
2023-08-16 15:34:37.540031,0.00 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:34:43.586441,0.00 V,54.80 mA,1.40,0.00,5.61
2023-08-16 15:34:50.632675,0.00 V,26.30 mA,1.40,0.00,5.61
2023-08-16 15:34:56.679446,21.32 V,56.30 mA,1.40,0.00,5.61
2023-08-16 15:35:02.726767,32.00 V,61.20 mA,1.40,0.00,5.61
2023-08-16 15:35:08.773850,1.15 V,61.30 mA,1.40,0.00,5.61
2023-08-16 15:35:14.820809,1.09 V,60.70 mA,1.40,0.00,5.61
2023-08-16 15:35:21.866760,0.00 V,60.80 mA,1.40,0.00,5.61
2023-08-16 15:35:27.912903,0.00 V,48.40 mA,1.40,0.00,5.61
2023-08-16 15:35:33.959400,0.00 V,30.70 mA,1.40,0.00,5.61
2023-08-16 15:35:40.005736,0.02 V,47.80 mA,1.40,0.00,5.61
2023-08-16 15:36:46.967994,1.06 V,61.00 mA,0.00,0.00,0.00
2023-08-16 15:36:53.013887,0.00 V,60.30 mA,0.00,0.00,0.00
2023-08-16 15:36:59.059767,0.00 V,32.60 mA,0.00,0.00,0.00
2023-08-16 15:37:05.105211,5.65 V,53.70 mA,0.00,0.00,0.00
2023-08-16 15:37:11.150448,32.00 V,61.20 mA,0.00,0.00,0.00
2023-08-16 15:37:18.195027,1.09 V,61.20 mA,0.00,0.00,0.00
2023-08-16 15:37:24.239967,0.98 V,60.80 mA,0.00,0.00,0.00
2023-08-16 15:37:30.285299,0.00 V,60.80 mA,0.00,0.00,0.00
2023-08-16 15:37:36.330606,0.00 V,46.10 mA,0.00,0.00,0.00
2023-08-16 15:37:42.376124,0.00 V,26.90 mA,0.00,0.00,0.00
2023-08-16 15:37:49.420815,0.00 V,24.50 mA,1.40,0.00,5.61
2023-08-16 15:37:55.466490,0.00 V,23.30 mA,1.40,0.00,5.61
2023-08-16 15:38:01.512062,0.00 V,25.40 mA,1.40,0.00,5.61
2023-08-16 15:38:07.557479,0.00 V,25.60 mA,1.40,0.00,5.61
2023-08-16 15:38:13.603109,0.00 V,29.50 mA,1.40,0.00,5.61
2023-08-16 15:38:20.648195,0.00 V,26.30 mA,1.40,0.00,5.61
2023-08-16 15:38:26.693936,0.00 V,23.40 mA,1.40,0.00,5.61
2023-08-16 15:38:32.739834,0.00 V,50.50 mA,1.40,0.00,5.61
2023-08-16 15:38:38.786283,9.47 V,60.90 mA,1.40,0.00,5.61
2023-08-16 15:38:44.832691,32.00 V,60.90 mA,1.40,0.00,5.61
2023-08-16 15:38:51.878194,0.98 V,61.60 mA,1.40,0.00,5.61
2023-08-16 15:38:57.923867,0.00 V,60.70 mA,1.40,0.00,5.61
2023-08-16 15:39:03.969997,0.00 V,40.60 mA,1.40,0.00,5.61
2023-08-16 15:39:10.016436,14.24 V,60.60 mA,1.40,0.00,5.61
2023-08-16 15:39:16.061929,25.02 V,61.60 mA,1.40,0.00,5.61
2023-08-16 15:39:46.599997,0.03 V,31.40 mA,0.00,0.00,0.00
2023-08-16 15:39:52.646012,32.00 V,60.70 mA,0.00,0.00,0.00
2023-08-16 15:39:58.692462,1.09 V,60.90 mA,0.00,0.00,0.00
2023-08-16 15:40:04.738295,0.00 V,60.80 mA,0.00,0.00,0.00
2023-08-16 15:40:10.783791,1.99 V,55.90 mA,0.00,0.00,0.00
2023-08-16 15:40:17.828929,0.08 V,61.50 mA,0.00,0.00,0.00
2023-08-16 15:40:23.874652,0.00 V,32.50 mA,0.00,0.00,0.00
2023-08-16 15:40:29.921554,28.91 V,60.80 mA,0.00,0.00,0.00
2023-08-16 15:40:35.968381,32.00 V,61.10 mA,0.00,0.00,0.00
2023-08-16 15:40:42.014437,1.09 V,61.00 mA,0.00,0.00,0.00
2023-08-16 15:40:49.060476,0.00 V,60.40 mA,1.40,0.00,1737.70
2023-08-16 15:40:55.107327,0.00 V,61.00 mA,1.40,0.00,1737.70
2023-08-16 15:41:01.154553,0.00 V,51.20 mA,1.40,0.00,1737.70
2023-08-16 15:41:07.201158,0.00 V,46.90 mA,1.40,0.00,1737.70
2023-08-16 15:41:13.247985,0.00 V,26.50 mA,1.40,0.00,1737.70
2023-08-16 15:41:20.294840,0.44 V,57.20 mA,1.40,0.00,1737.70
2023-08-16 15:41:26.341645,32.00 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:41:32.388574,1.12 V,61.50 mA,1.40,0.00,1737.70
2023-08-16 15:41:38.436295,0.00 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:41:44.483553,0.00 V,25.40 mA,1.40,0.00,1737.70
2023-08-16 15:41:51.530225,32.00 V,49.20 mA,1.40,0.00,1737.70
2023-08-16 15:41:57.578113,6.60 V,61.70 mA,1.40,0.00,1737.70
2023-08-16 15:42:03.625288,1.03 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:42:09.672577,0.00 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:42:15.719568,0.00 V,23.40 mA,1.40,0.00,1737.70
2023-08-16 15:42:22.765865,0.97 V,61.10 mA,1.40,0.00,1737.70
2023-08-16 15:42:28.812820,0.00 V,26.20 mA,1.40,0.00,1737.70
2023-08-16 15:42:34.860544,6.30 V,59.80 mA,1.40,0.00,1737.70
2023-08-16 15:42:40.908073,32.00 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:42:46.956043,15.07 V,61.20 mA,1.40,0.00,1737.70
2023-08-16 15:42:54.003238,0.32 V,61.00 mA,1.40,0.00,1737.70
2023-08-16 15:43:00.051390,0.00 V,45.20 mA,1.40,0.00,1737.70
2023-08-16 15:43:06.099768,0.00 V,25.20 mA,1.40,0.00,1737.70
2023-08-16 15:43:12.147345,0.82 V,54.70 mA,1.40,0.00,1737.70
2023-08-16 15:43:18.195004,1.12 V,61.10 mA,1.40,0.00,1737.70
2023-08-16 15:43:25.243162,0.00 V,61.00 mA,1.40,0.00,1737.70
2023-08-16 15:43:31.290397,32.00 V,57.30 mA,1.40,0.00,1737.70
2023-08-16 15:43:37.337612,0.36 V,61.00 mA,1.40,0.00,1737.70
2023-08-16 15:43:43.384885,0.05 V,29.40 mA,1.40,0.00,1737.70
2023-08-16 15:43:49.432271,24.10 V,61.00 mA,1.40,0.00,1737.70
2023-08-16 15:43:56.479246,0.00 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:44:02.527546,0.00 V,24.90 mA,1.40,0.00,1737.70
2023-08-16 15:44:08.575522,0.89 V,106.80 mA,1.40,0.00,1737.70
2023-08-16 15:44:14.622977,1.16 V,120.50 mA,1.40,0.00,1737.70
2023-08-16 15:44:20.670422,0.00 V,119.90 mA,1.40,0.00,1737.70
2023-08-16 15:44:27.716938,32.00 V,104.90 mA,1.40,0.00,1737.70
2023-08-16 15:44:33.764807,0.00 V,120.10 mA,1.40,0.00,1737.70
2023-08-16 15:44:39.812396,0.00 V,25.90 mA,1.40,0.00,1737.70
2023-08-16 15:44:45.859662,32.00 V,120.40 mA,1.40,0.00,1737.70
2023-08-16 15:44:51.906856,0.00 V,120.20 mA,1.40,0.00,1737.70
2023-08-16 15:44:58.953629,29.35 V,46.60 mA,1.40,0.00,1737.70
2023-08-16 15:45:05.001045,1.00 V,61.10 mA,1.40,0.00,1737.70
2023-08-16 15:45:11.047898,0.00 V,45.80 mA,1.40,0.00,1737.70
2023-08-16 15:45:17.094341,32.00 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:45:23.141059,0.00 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:45:30.186963,9.78 V,29.50 mA,1.40,0.00,1737.70
2023-08-16 15:45:36.233304,1.14 V,61.70 mA,1.40,0.00,1737.70
2023-08-16 15:45:42.280088,0.00 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:45:48.327504,0.00 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:45:54.374568,0.00 V,23.30 mA,1.40,0.00,1737.70
2023-08-16 15:46:01.420898,32.00 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:46:07.468337,1.16 V,61.00 mA,1.40,0.00,1737.70
2023-08-16 15:46:13.515986,1.12 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:46:19.563222,1.12 V,60.60 mA,1.40,0.00,1737.70
2023-08-16 15:46:25.610671,1.00 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:46:32.657260,0.00 V,60.70 mA,1.40,0.00,1737.70
2023-08-16 15:46:38.705091,0.00 V,44.00 mA,1.40,0.00,1737.70
2023-08-16 15:46:44.752193,24.75 V,61.10 mA,1.40,0.00,1737.70
2023-08-16 15:46:50.798869,32.00 V,61.40 mA,1.40,0.00,1737.70
2023-08-16 15:46:56.846465,1.20 V,61.30 mA,1.40,0.00,1737.70
2023-08-16 15:47:03.893000,0.42 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:47:09.940720,0.00 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:47:15.988510,0.00 V,34.60 mA,1.40,0.00,1737.70
2023-08-16 15:47:22.036048,0.00 V,31.20 mA,1.40,0.00,1737.70
2023-08-16 15:47:28.083046,0.00 V,30.10 mA,1.40,0.00,1737.70
2023-08-16 15:47:35.129772,0.00 V,24.50 mA,1.40,0.00,1737.70
2023-08-16 15:47:41.177318,0.00 V,35.60 mA,1.40,0.00,1737.70
2023-08-16 15:47:47.224162,0.00 V,23.50 mA,1.40,0.00,1737.70
2023-08-16 15:47:53.271575,0.00 V,34.20 mA,1.40,0.00,1737.70
2023-08-16 15:47:59.318585,0.20 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:48:06.365250,0.00 V,60.90 mA,1.40,0.00,1737.70
2023-08-16 15:48:12.412097,0.00 V,51.80 mA,1.40,0.00,1737.70
2023-08-16 15:48:18.459453,0.00 V,54.60 mA,1.40,0.00,1737.70
2023-08-16 15:48:24.506507,0.00 V,52.40 mA,1.40,0.00,1737.70
2023-08-16 15:48:30.553891,0.76 V,60.60 mA,1.40,0.00,1737.70
2023-08-16 15:48:37.601443,0.00 V,60.80 mA,1.40,0.00,1737.70
2023-08-16 15:48:43.648492,0.00 V,59.10 mA,1.40,0.00,1737.70
2023-08-16 15:48:49.695241,0.00 V,37.80 mA,1.40,0.00,1737.70
2023-08-16 15:48:55.742089,0.00 V,42.00 mA,1.40,0.00,1737.70
2023-08-16 15:49:01.788976,0.00 V,28.40 mA,1.40,0.00,1737.70
